shedno,seqno,ridge,elev,drec,seqno_shed,drec_shed,upslope,initial_shed,row,col,missing,buffer,elev_orig,edge_map,ddir,flatcell,data,vol2fl,mm2fl,parea,elev_diff,local_shed,local_ddir,local_elev_diff
8,122,False,676.085,215,29,83,1,1,2,30,False,False,676.085,True,3,False,-9999,0.0,0.0,0.0,0.0,8,3,0.0
8,123,False,676.041,216,30,84,1,1,2,31,False,False,676.041,True,3,False,-9999,0.0,0.0,0.0,0.0,8,3,0.0
8,124,False,676.004,217,31,85,1,1,2,32,False,False,676.004,True,3,False,-9999,0.0,0.0,0.0,0.0,8,3,0.0
8,125,False,675.975,218,32,86,1,1,2,33,False,False,675.975,True,3,False,-9999,0.0,0.0,0.0,0.0,8,3,0.0
8,126,False,675.953,218,33,86,1,1,2,34,False,False,675.953,True,2,False,-9999,0.0,0.0,0.0,0.0,8,2,0.0
8,127,False,675.938,219,34,87,1,1,2,35,False,False,675.938,True,2,False,-9999,0.0,0.0,0.0,0.0,8,2,0.0
8,128,False,675.928,220,35,88,1,1,2,36,False,False,675.928,True,2,False,-9999,0.0,0.0,0.0,0.0,8,2,0.0
8,129,False,675.919,221,36,89,1,1,2,37,False,False,675.919,True,2,False,-9999,0.0,0.0,0.0,0.0,8,2,0.0
8,130,False,675.914,222,37,90,1,1,2,38,False,False,675.914,True,2,False,-9999,0.0,0.0,0.0,0.0,8,2,0.0
8,131,False,675.915,223,38,91,1,1,2,39,False,False,675.915,True,2,False,-9999,0.0,0.0,0.0,0.0,8,2,0.0
8,132,False,675.922,224,39,92,1,1,2,40,False,False,675.922,True,2,False,-9999,0.0,0.0,0.0,0.0,8,2,0.0
8,133,False,675.933,225,40,93,1,1,2,41,False,False,675.933,True,2,False,-9999,0.0,0.0,0.0,0.0,8,2,0.0
8,134,False,675.943,226,41,94,1,1,2,42,False,False,675.943,True,2,False,-9999,0.0,0.0,0.0,0.0,8,2,0.0
8,135,False,675.95,227,42,95,1,1,2,43,False,False,675.95,True,2,False,-9999,0.0,0.0,0.0,0.0,8,2,0.0
8,136,False,675.948,228,43,96,1,1,2,44,False,False,675.948,True,2,False,-9999,0.0,0.0,0.0,0.0,8,2,0.0
8,137,False,675.941,229,44,97,1,1,2,45,False,False,675.941,True,2,False,-9999,0.0,0.0,0.0,0.0,8,2,0.0
8,138,False,675.938,230,45,98,1,1,2,46,False,False,675.938,True,2,False,-9999,0.0,0.0,0.0,0.0,8,2,0.0
8,139,False,675.947,231,46,99,1,1,2,47,False,False,675.947,True,2,False,-9999,0.0,0.0,0.0,0.0,8,2,0.0
8,140,False,675.977,231,47,99,1,1,2,48,False,False,675.977,True,1,False,-9999,0.0,0.0,0.0,0.0,8,1,0.0
8,141,False,676.024,232,48,100,1,1,2,49,False,False,676.024,True,1,False,-9999,0.0,0.0,0.0,0.0,8,1,0.0
8,142,False,676.08,233,49,101,1,1,2,50,False,False,676.08,True,1,False,-9999,0.0,0.0,0.0,0.0,8,1,0.0
8,143,False,676.136,234,50,102,1,1,2,51,False,False,676.136,True,1,False,-9999,0.0,0.0,0.0,0.0,8,1,0.0
8,144,False,676.187,235,51,103,1,1,2,52,False,False,676.187,True,1,False,-9999,0.0,0.0,0.0,0.0,8,1,0.0
8,145,False,676.224,236,52,104,1,1,2,53,False,False,676.224,True,1,False,-9999,0.0,0.0,0.0,0.0,8,1,0.0
8,146,False,676.246,237,53,105,1,1,2,54,False,False,676.246,True,1,False,-9999,0.0,0.0,0.0,0.0,8,1,0.0
8,147,True,676.255,238,54,106,1,1,2,55,False,False,676.255,True,1,False,-9999,0.0,0.0,0.0,0.0,8,1,0.0
5,148,True,676.248,149,1,2,1,5,2,56,False,False,676.248,True,6,False,-9999,0.0,0.0,0.0,0.0,5,6,0.0
5,149,True,676.217,150,2,3,2,5,2,57,False,False,676.217,True,6,False,-9999,0.0,0.0,0.0,0.031000000000062755,5,6,0.031000000000062755
5,150,False,676.159,151,3,4,4,5,2,58,False,False,676.159,True,6,False,-9999,0.0,0.0,0.0,0.1510000000000673,5,6,0.1510000000000673
5,151,False,676.078,152,4,5,7,5,2,59,False,False,676.078,True,6,False,-9999,0.0,0.0,0.0,0.3770000000000664,5,6,0.3770000000000664
5,152,False,675.98,153,5,6,10,5,2,60,False,False,675.98,True,6,False,-9999,0.0,0.0,0.0,0.6910000000000309,5,6,0.6910000000000309
5,153,False,675.875,154,6,7,13,5,2,61,False,False,675.875,True,6,False,-9999,0.0,0.0,0.0,1.0710000000000264,5,6,1.0710000000000264
5,154,False,675.783,155,7,8,17,5,2,62,False,False,675.783,True,6,False,-9999,0.0,0.0,0.0,1.5430000000000064,5,6,1.5430000000000064
5,155,False,675.721,156,8,9,28,5,2,63,False,False,675.721,True,6,False,-9999,0.0,0.0,0.0,2.6210000000002083,5,6,2.6210000000002083
5,156,False,675.696,156,9,9,77,5,2,64,False,False,675.696,True,5,True,-9999,0.0,0.0,0.0,9.162000000000148,5,5,9.162000000000148
5,157,False,675.711,156,10,9,43,5,2,65,False,False,675.711,True,4,False,-9999,0.0,0.0,0.0,6.182999999999993,5,4,6.182999999999993
5,158,False,675.765,157,11,10,21,5,2,66,False,False,675.765,True,4,False,-9999,0.0,0.0,0.0,3.5380000000001246,5,4,3.5380000000001246
5,159,False,675.851,158,12,11,18,5,2,67,False,False,675.851,True,4,False,-9999,0.0,0.0,0.0,3.1280000000000427,5,4,3.1280000000000427
5,160,False,675.966,159,13,12,12,5,2,68,False,False,675.966,True,4,False,-9999,0.0,0.0,0.0,2.2490000000000236,5,4,2.2490000000000236
5,161,False,676.111,160,14,13,6,5,2,69,False,False,676.111,True,4,False,-9999,0.0,0.0,0.0,1.15300000000002,5,4,1.15300000000002
5,162,False,676.293,161,15,14,5,5,2,70,False,False,676.293,True,4,False,-9999,0.0,0.0,0.0,0.9710000000000036,5,4,0.9710000000000036
5,163,False,676.508,162,16,15,4,5,2,71,False,False,676.508,True,4,False,-9999,0.0,0.0,0.0,0.7559999999999718,5,4,0.7559999999999718
5,164,False,676.752,163,17,16,3,5,2,72,False,False,676.752,True,4,False,-9999,0.0,0.0,0.0,0.5120000000000573,5,4,0.5120000000000573
5,165,False,677.012,164,18,17,2,5,2,73,False,False,677.012,True,4,False,-9999,0.0,0.0,0.0,0.2520000000000664,5,4,0.2520000000000664
5,166,True,677.264,165,19,18,1,5,2,74,False,False,677.264,True,4,False,-9999,0.0,0.0,0.0,0.0,5,4,0.0
5,167,True,677.491,258,20,38,1,5,2,75,False,False,677.491,True,1,False,-9999,0.0,0.0,0.0,0.0,5,1,0.0
3,168,True,677.697,259,1,17,1,3,2,76,False,False,677.697,True,1,False,-9999,0.0,0.0,0.0,0.0,3,1,0.0
3,169,False,677.882,260,2,18,1,3,2,77,False,False,677.882,True,1,False,-9999,0.0,0.0,0.0,0.0,3,1,0.0
3,170,False,678.051,261,3,19,1,3,2,78,False,False,678.051,True,1,False,-9999,0.0,0.0,0.0,0.0,3,1,0.0
3,171,False,678.215,262,4,20,1,3,2,79,False,False,678.215,True,1,False,-9999,0.0,0.0,0.0,0.0,3,1,0.0
3,172,False,678.378,263,5,21,1,3,2,80,False,False,678.378,True,1,False,-9999,0.0,0.0,0.0,0.0,3,1,0.0
3,173,False,678.522,264,6,22,1,3,2,81,False,False,678.522,True,1,False,-9999,0.0,0.0,0.0,0.0,3,1,0.0
3,174,False,678.639,265,7,23,1,3,2,82,False,False,678.639,True,1,False,-9999,0.0,0.0,0.0,0.0,3,1,0.0
3,175,False,678.728,266,8,24,1,3,2,83,False,False,678.728,True,1,False,-9999,0.0,0.0,0.0,0.0,3,1,0.0
3,176,False,678.786,267,9,25,1,3,2,84,False,False,678.786,True,1,False,-9999,0.0,0.0,0.0,0.0,3,1,0.0
3,177,False,678.813,269,10,27,1,3,2,85,False,False,678.813,True,2,False,-9999,0.0,0.0,0.0,0.0,3,2,0.0
3,178,False,678.822,270,11,28,1,3,2,86,False,False,678.822,True,2,False,-9999,0.0,0.0,0.0,0.0,3,2,0.0
3,179,False,678.822,271,12,29,1,3,2,87,False,False,678.822,True,2,False,-9999,0.0,0.0,0.0,0.0,3,2,0.0
3,180,False,678.822,272,13,30,1,3,2,88,False,False,678.822,True,2,False,-9999,0.0,0.0,0.0,0.0,3,2,0.0
3,181,False,678.829,273,14,31,1,3,2,89,False,False,678.829,True,2,False,-9999,0.0,0.0,0.0,0.0,3,2,0.0
3,182,False,678.848,273,15,31,1,3,2,90,False,False,678.848,True,1,False,-9999,0.0,0.0,0.0,0.0,3,1,0.0
3,183,False,678.882,274,16,32,1,3,2,91,False,False,678.882,True,1,False,-9999,0.0,0.0,0.0,0.0,3,1,0.0
,184,,,,94,,0,,2,92,,True,,True,,False,-9999,0.0,0.0,0.0,0.0,,,0.0
,185,,,,95,,0,,3,1,,True,,True,,False,-9999,0.0,0.0,0.0,0.0,,,0.0
2,186,True,679.963,278,1,2,1,2,3,2,False,False,679.963,True,2,False,-9999,0.0,0.0,0.0,0.0,2,2,0.0
8,187,True,679.951,188,55,56,1,1,3,3,False,False,679.951,False,6,False,-9999,0.0,0.0,0.0,0.0,8,6,0.0
8,188,True,679.903,189,56,57,2,1,3,4,False,False,679.903,False,6,False,-9999,0.0,0.0,0.0,0.04800000000000182,8,6,0.04800000000000182
8,189,True,679.822,190,57,58,3,1,3,5,False,False,679.822,False,6,False,-9999,0.0,0.0,0.0,0.1290000000000191,8,6,0.1290000000000191
8,190,False,679.719,191,58,59,4,1,3,6,False,False,679.719,False,6,False,-9999,0.0,0.0,0.0,0.2319999999999709,8,6,0.2319999999999709
8,191,False,679.595,192,59,60,5,1,3,7,False,False,679.595,False,6,False,-9999,0.0,0.0,0.0,0.35599999999999454,8,6,0.35599999999999454
8,192,False,679.451,193,60,61,6,1,3,8,False,False,679.451,False,6,False,-9999,0.0,0.0,0.0,0.5,8,6,0.5
8,193,False,679.292,194,61,62,7,1,3,9,False,False,679.292,False,6,False,-9999,0.0,0.0,0.0,0.6589999999999918,8,6,0.6589999999999918
8,194,False,679.121,195,62,63,8,1,3,10,False,False,679.121,False,6,False,-9999,0.0,0.0,0.0,0.8300000000000409,8,6,0.8300000000000409
8,195,False,678.933,196,63,64,9,1,3,11,False,False,678.933,False,6,False,-9999,0.0,0.0,0.0,1.018000000000029,8,6,1.018000000000029
8,196,False,678.74,197,64,65,10,1,3,12,False,False,678.74,False,6,False,-9999,0.0,0.0,0.0,1.2110000000000127,8,6,1.2110000000000127
8,197,False,678.545,198,65,66,11,1,3,13,False,False,678.545,False,6,False,-9999,0.0,0.0,0.0,1.4060000000000628,8,6,1.4060000000000628
8,198,False,678.349,199,66,67,12,1,3,14,False,False,678.349,False,6,False,-9999,0.0,0.0,0.0,1.6019999999999754,8,6,1.6019999999999754
8,199,False,678.157,200,67,68,26,1,3,15,False,False,678.157,False,6,False,-9999,0.0,0.0,0.0,3.61099999999999,8,6,3.61099999999999
8,200,False,677.971,201,68,69,28,1,3,16,False,False,677.971,False,6,False,-9999,0.0,0.0,0.0,4.058999999999969,8,6,4.058999999999969
8,201,False,677.788,202,69,70,30,1,3,17,False,False,677.788,False,6,False,-9999,0.0,0.0,0.0,4.51299999999992,8,6,4.51299999999992
8,202,False,677.61,203,70,71,32,1,3,18,False,False,677.61,False,6,False,-9999,0.0,0.0,0.0,4.963999999999942,8,6,4.963999999999942
8,203,False,677.427,204,71,72,34,1,3,19,False,False,677.427,False,6,False,-9999,0.0,0.0,0.0,5.426999999999907,8,6,5.426999999999907
8,204,False,677.237,205,72,73,36,1,3,20,False,False,677.237,False,6,False,-9999,0.0,0.0,0.0,5.899999999999977,8,6,5.899999999999977
8,205,False,677.047,206,73,74,37,1,3,21,False,False,677.047,False,6,False,-9999,0.0,0.0,0.0,6.089999999999918,8,6,6.089999999999918
8,206,False,676.856,207,74,75,38,1,3,22,False,False,676.856,False,6,False,-9999,0.0,0.0,0.0,6.280999999999949,8,6,6.280999999999949
8,207,False,676.675,208,75,76,39,1,3,23,False,False,676.675,False,6,False,-9999,0.0,0.0,0.0,6.461999999999989,8,6,6.461999999999989
8,208,False,676.524,209,76,77,40,1,3,24,False,False,676.524,False,6,False,-9999,0.0,0.0,0.0,6.612999999999943,8,6,6.612999999999943
8,209,False,676.405,210,77,78,41,1,3,25,False,False,676.405,False,6,False,-9999,0.0,0.0,0.0,6.731999999999971,8,6,6.731999999999971
8,210,False,676.311,211,78,79,42,1,3,26,False,False,676.311,False,6,False,-9999,0.0,0.0,0.0,6.825999999999908,8,6,6.825999999999908
8,211,False,676.238,212,79,80,43,1,3,27,False,False,676.238,False,6,False,-9999,0.0,0.0,0.0,6.898999999999887,8,6,6.898999999999887
8,212,False,676.178,213,80,81,44,1,3,28,False,False,676.178,False,6,False,-9999,0.0,0.0,0.0,6.958999999999946,8,6,6.958999999999946
8,213,False,676.12,214,81,82,45,1,3,29,False,False,676.12,False,6,False,-9999,0.0,0.0,0.0,7.016999999999939,8,6,7.016999999999939
8,214,False,676.06,215,82,83,56,1,3,30,False,False,676.06,False,6,False,-9999,0.0,0.0,0.0,8.340000000000032,8,6,8.340000000000032
8,215,False,676.004,308,83,136,58,1,3,31,False,False,676.004,False,3,False,-9999,0.0,0.0,0.0,8.476999999999975,8,3,8.476999999999975
8,216,False,675.954,309,84,137,2,1,3,32,False,False,675.954,False,3,False,-9999,0.0,0.0,0.0,0.08700000000010277,8,3,0.08700000000010277
8,217,False,675.91,310,85,138,2,1,3,33,False,False,675.91,False,3,False,-9999,0.0,0.0,0.0,0.09400000000005093,8,3,0.09400000000005093
8,218,False,675.873,311,86,139,3,1,3,34,False,False,675.873,False,3,False,-9999,0.0,0.0,0.0,0.18199999999990268,8,3,0.18199999999990268
8,219,False,675.847,311,87,139,2,1,3,35,False,False,675.847,False,2,False,-9999,0.0,0.0,0.0,0.09100000000000819,8,2,0.09100000000000819
8,220,False,675.828,312,88,140,2,1,3,36,False,False,675.828,False,2,False,-9999,0.0,0.0,0.0,0.10000000000002274,8,2,0.10000000000002274
